,x,y,time,theta
516.0,825.5,408.5,17.843004941940308,0.008799519435390257
517.0,829.2691040039062,415.6615295410156,17.875054121017456,0.014125321626575593
518.0,823.5,614.0,17.91149592399597,0.15960301954695316
519.0,825.5,410.5,17.943503856658936,0.010287303602508124
520.0,829.4610595703125,596.3168334960938,17.97514033317566,0.14680863945099526
521.0,833.8212890625,411.30413818359375,18.011082649230957,0.010885398160369708
522.0,823.0,417.0,18.043644189834595,0.015120203917609154
523.0,833.027587890625,424.93646240234375,18.07505774497986,0.02101611430209449
524.0,829.5223999023438,555.1807861328125,18.110984802246094,0.11690252178402849
525.0,837.0,432.0,18.143421173095703,0.026258812430577316
526.0,821.0,412.0,18.17525029182434,0.011402914675119502
527.0,828.5,604.0,18.21108889579773,0.15237230954407555
528.0,823.5,580.5,18.243537664413452,0.13533298706813573
529.0,832.1180419921875,583.337646484375,18.275339365005493,0.1373939645315585
530.0,831.0,407.0,18.310994625091553,0.0076834550920530376
531.0,828.0,599.0,18.34328532218933,0.14875242521207305
532.0,829.5,604.0,18.375624895095825,0.15237230954407555
533.0,832.9107666015625,607.9368896484375,18.41101861000061,0.15522040745551463
534.0,818.5,411.5,18.44350814819336,0.011031065989311029
535.0,830.5763549804688,591.5518798828125,18.47971272468567,0.1433546147900973
